"Date","Price","Open","High","Low","Change %"
"08/30/2024","99.460","99.520","99.610","99.430","-0.09%"
"08/29/2024","99.550","99.430","99.660","99.430","0.08%"
"08/28/2024","99.470","99.450","99.520","99.430","0.05%"
"08/27/2024","99.420","99.530","99.530","99.350","-0.13%"
"08/26/2024","99.550","99.640","99.690","99.520","-0.12%"
"08/23/2024","99.670","99.550","99.670","99.490","0.16%"
"08/22/2024","99.510","99.680","99.700","99.510","-0.11%"
"08/21/2024","99.620","99.490","99.630","99.460","0.15%"
"08/20/2024","99.470","99.430","99.470","99.390","0.08%"
"08/19/2024","99.390","99.380","99.450","99.350","0.09%"
"08/16/2024","99.300","99.360","99.430","99.300","-0.28%"
"08/14/2024","99.580","99.640","99.640","99.540","0.00%"
"08/13/2024","99.580","99.410","99.610","99.410","0.19%"
"08/12/2024","99.390","99.370","99.410","99.340","0.03%"
"08/09/2024","99.360","99.300","99.420","99.290","0.11%"
"08/08/2024","99.250","99.290","99.380","99.210","-0.02%"
"08/07/2024","99.270","99.340","99.340","99.150","-0.06%"
"08/06/2024","99.330","99.330","99.430","99.190","0.00%"
"08/05/2024","99.330","99.590","99.630","99.300","-0.10%"
"08/02/2024","99.430","99.300","99.500","99.230","0.21%"
"08/01/2024","99.220","99.260","99.280","99.120","0.03%"
"07/31/2024","99.190","99.100","99.200","99.090","0.18%"
"07/30/2024","99.010","99.020","99.070","98.910","0.02%"
"07/29/2024","98.990","98.890","99.000","98.850","0.14%"
"07/26/2024","98.850","98.730","98.860","98.720","0.07%"
"07/25/2024","98.780","98.690","98.810","98.680","0.08%"
"07/24/2024","98.700","98.670","98.720","98.650","0.05%"
"07/23/2024","98.650","98.570","98.680","98.520","0.09%"
"07/22/2024","98.560","98.620","98.650","98.560","-0.06%"
"07/19/2024","98.620","98.750","98.760","98.600","-0.16%"
"07/18/2024","98.780","98.720","98.790","98.610","0.11%"
"07/17/2024","98.670","98.770","98.800","98.630","-0.05%"
"07/16/2024","98.720","98.670","98.770","98.640","0.07%"
"07/15/2024","98.650","98.490","98.650","98.470","0.12%"
"07/12/2024","98.530","98.480","98.560","98.430","0.02%"
"07/11/2024","98.510","98.200","98.520","98.180","0.30%"
"07/10/2024","98.220","98.050","98.240","97.960","0.31%"
"07/09/2024","97.920","98.050","98.100","97.910","-0.20%"
"07/08/2024","98.120","97.940","98.130","97.900","0.15%"
"07/05/2024","97.970","97.870","98.010","97.860","0.19%"
"07/04/2024","97.780","97.850","97.850","97.740","-0.09%"
"07/03/2024","97.870","97.760","97.870","97.680","0.12%"
"07/02/2024","97.750","97.650","97.780","97.520","0.22%"
"07/01/2024","97.540","97.760","97.760","97.520","-0.12%"
"06/28/2024","97.660","97.750","97.760","97.600","-0.06%"
"06/27/2024","97.720","97.750","97.820","97.680","-0.28%"
"06/26/2024","97.990","97.910","97.990","97.770","0.13%"
"06/25/2024","97.860","97.860","97.990","97.840","-0.01%"
"06/24/2024","97.870","97.950","97.990","97.860","0.01%"
"06/21/2024","97.860","97.880","98.050","97.850","0.05%"
"06/20/2024","97.810","97.660","97.880","97.660","0.01%"
"06/19/2024","97.800","97.900","97.930","97.780","-0.13%"
"06/18/2024","97.930","97.810","97.980","97.700","0.18%"
"06/17/2024","97.750","97.890","98.020","97.700","-0.04%"
"06/14/2024","97.790","97.750","97.920","97.700","0.16%"
"06/13/2024","97.630","97.630","97.770","97.560","-0.09%"
"06/12/2024","97.720","97.390","97.730","97.350","0.38%"
"06/11/2024","97.350","97.340","97.360","97.090","0.04%"
"06/10/2024","97.310","97.370","97.400","97.210","-0.16%"
"06/07/2024","97.470","97.750","97.790","97.460","-0.36%"
"06/06/2024","97.820","97.970","98.070","97.730","-0.24%"
"06/05/2024","98.060","97.820","98.060","97.820","0.17%"
"06/04/2024","97.890","97.750","97.950","97.730","-0.12%"
"06/03/2024","98.010","97.580","98.010","97.540","0.45%"
"05/31/2024","97.570","97.620","97.640","97.460","-0.02%"
"05/30/2024","97.590","97.490","97.590","97.490","0.08%"
"05/29/2024","97.510","97.570","97.690","97.510","-0.18%"
"05/28/2024","97.690","97.760","97.830","97.620","-0.09%"
"05/27/2024","97.780","97.570","97.840","97.570","0.18%"
"05/24/2024","97.600","97.630","97.690","97.520","0.02%"
"05/23/2024","97.580","97.880","97.940","97.580","-0.36%"
"05/22/2024","97.930","97.860","97.960","97.830","-0.09%"
"05/21/2024","98.020","97.960","98.060","97.940","0.06%"
"05/20/2024","97.960","97.930","98.000","97.900","0.00%"
"05/17/2024","97.960","98.130","98.130","97.950","-0.21%"
"05/16/2024","98.170","98.270","98.310","98.140","-0.06%"
"05/15/2024","98.230","97.910","98.700","97.900","0.43%"
"05/14/2024","97.810","97.920","97.940","97.790","-0.08%"
"05/13/2024","97.890","97.930","97.960","97.860","0.03%"
"05/10/2024","97.860","98.050","98.060","97.850","-0.04%"
"05/09/2024","97.900","97.980","98.040","97.860","-0.17%"
"05/08/2024","98.070","98.020","98.090","97.980","-0.07%"
"05/07/2024","98.140","98.090","98.160","98.000","0.09%"
"05/06/2024","98.050","98.060","98.190","98.030","0.11%"
"05/03/2024","97.940","97.850","98.150","97.810","0.17%"
"05/02/2024","97.770","97.760","97.880","97.720","0.15%"
"04/30/2024","97.620","97.890","97.890","97.610","-0.26%"
"04/29/2024","97.870","97.800","97.920","97.740","0.20%"
"04/26/2024","97.670","97.560","97.780","97.560","0.18%"
"04/25/2024","97.490","97.630","97.710","97.420","-0.10%"
"04/24/2024","97.590","97.850","97.890","97.590","-0.39%"
"04/23/2024","97.970","98.010","98.020","97.810","0.03%"
"04/22/2024","97.940","97.720","97.940","97.640","0.28%"
"04/19/2024","97.670","97.780","97.790","97.590","-0.08%"
"04/18/2024","97.750","97.920","97.950","97.740","0.04%"
"04/17/2024","97.710","97.750","97.960","97.710","-0.30%"
"04/16/2024","98.000","98.000","98.020","97.770","-0.07%"
"04/15/2024","98.070","98.280","98.290","98.020","-0.19%"
"04/12/2024","98.260","98.070","98.360","98.010","0.55%"
"04/11/2024","97.720","98.050","98.100","97.720","-0.39%"
"04/10/2024","98.100","98.320","98.510","98.000","-0.21%"
"04/09/2024","98.310","98.150","98.320","98.100","0.23%"
"04/08/2024","98.080","98.110","98.150","98.050","-0.13%"
"04/05/2024","98.210","98.390","98.460","98.170","-0.21%"
"04/04/2024","98.420","98.230","98.430","98.200","0.33%"
"04/03/2024","98.100","98.290","98.290","97.960","-0.15%"
"04/02/2024","98.250","98.330","98.460","98.140","-0.20%"
"03/28/2024","98.450","98.510","98.510","98.350","-0.17%"
"03/27/2024","98.620","98.580","98.630","98.510","0.11%"
"03/26/2024","98.510","98.470","98.560","98.410","0.30%"
"03/25/2024","98.220","98.630","98.630","98.220","-0.31%"
"03/22/2024","98.530","98.460","98.570","98.390","0.09%"
"03/21/2024","98.440","98.440","98.510","98.350","0.14%"
"03/20/2024","98.300","98.450","98.450","98.260","0.09%"
"03/19/2024","98.210","98.330","98.400","98.210","-0.09%"
"03/18/2024","98.300","98.300","98.410","98.270","0.04%"
"03/15/2024","98.260","98.330","98.420","98.220","-0.22%"
"03/14/2024","98.480","98.740","98.850","98.400","-0.27%"
"03/13/2024","98.750","98.750","98.820","98.640","0.01%"
"03/12/2024","98.740","98.700","98.820","98.640","0.11%"
"03/11/2024","98.630","98.860","98.860","98.600","-0.22%"
"03/08/2024","98.850","98.720","98.920","98.630","0.25%"
"03/07/2024","98.600","98.410","98.820","98.310","0.22%"
"03/06/2024","98.380","98.310","98.380","98.210","0.12%"
"03/05/2024","98.260","98.060","98.340","97.970","0.28%"
"03/04/2024","97.990","97.800","98.000","97.800","0.09%"
"03/01/2024","97.900","97.860","97.960","97.690","-0.10%"
"02/29/2024","98.000","97.980","98.000","97.630","0.20%"
"02/28/2024","97.800","97.810","97.970","97.800","-0.06%"
"02/27/2024","97.860","97.830","97.990","97.830","-0.04%"
"02/26/2024","97.900","98.140","98.200","97.850","-0.20%"
"02/23/2024","98.100","97.860","98.100","97.670","0.29%"
"02/22/2024","97.820","97.840","97.930","97.690","-0.08%"
"02/21/2024","97.900","98.070","98.190","97.900","-0.25%"
"02/20/2024","98.150","98.040","98.220","97.990","0.11%"
"02/19/2024","98.040","98.060","98.150","97.990","0.00%"
"02/16/2024","98.040","98.140","98.170","97.990","-0.17%"
